properties{
  x = 0,
  y = 0,
  width = 1280,
  height = 960,
  min_layer = 0,
  max_layer = 2,
  world = "outside",
  tileset = "oceanset_outside",
  music = "eduardo/overworld",
}

tile{
  layer = 0,
  x = 0,
  y = 336,
  width = 272,
  height = 624,
  pattern = "grass_light",
}

tile{
  layer = 0,
  x = 128,
  y = 584,
  width = 112,
  height = 56,
  pattern = "water",
}

tile{
  layer = 0,
  x = 176,
  y = 624,
  width = 64,
  height = 64,
  pattern = "3",
  tileset = "cos_unique_overworld_tiles",
}

tile{
  layer = 0,
  x = 256,
  y = 0,
  width = 1024,
  height = 896,
  pattern = "3",
  tileset = "cos_unique_overworld_tiles",
}

tile{
  layer = 0,
  x = 72,
  y = 816,
  width = 56,
  height = 24,
  pattern = "grass_dark",
}

tile{
  layer = 0,
  x = 72,
  y = 832,
  width = 48,
  height = 16,
  pattern = "grass_dark",
}

tile{
  layer = 0,
  x = 72,
  y = 840,
  width = 40,
  height = 24,
  pattern = "grass_dark",
}

tile{
  layer = 0,
  x = 48,
  y = 856,
  width = 40,
  height = 24,
  pattern = "grass_dark",
}

tile{
  layer = 0,
  x = 16,
  y = 864,
  width = 48,
  height = 24,
  pattern = "grass_dark",
}

tile{
  layer = 0,
  x = 40,
  y = 568,
  width = 64,
  height = 40,
  pattern = "grass_dark",
}

tile{
  layer = 0,
  x = 40,
  y = 560,
  width = 40,
  height = 16,
  pattern = "grass_dark",
}

tile{
  layer = 0,
  x = 24,
  y = 544,
  width = 40,
  height = 24,
  pattern = "grass_dark",
}

tile{
  layer = 0,
  x = 32,
  y = 528,
  width = 16,
  height = 16,
  pattern = "grass_dark",
}

tile{
  layer = 0,
  x = 16,
  y = 520,
  width = 24,
  height = 32,
  pattern = "grass_dark",
}

tile{
  layer = 0,
  x = 16,
  y = 600,
  width = 40,
  height = 32,
  pattern = "grass_dark",
}

tile{
  layer = 0,
  x = 16,
  y = 624,
  width = 32,
  height = 24,
  pattern = "grass_dark",
}

tile{
  layer = 0,
  x = 40,
  y = 376,
  width = 112,
  height = 24,
  pattern = "grass_dark",
}

tile{
  layer = 0,
  x = 56,
  y = 392,
  width = 112,
  height = 16,
  pattern = "grass_dark",
}

tile{
  layer = 0,
  x = 64,
  y = 400,
  width = 88,
  height = 16,
  pattern = "grass_dark",
}

tile{
  layer = 0,
  x = 88,
  y = 408,
  width = 40,
  height = 16,
  pattern = "grass_dark",
}

tile{
  layer = 0,
  x = 216,
  y = 384,
  width = 56,
  height = 24,
  pattern = "grass_dark",
}

tile{
  layer = 0,
  x = 232,
  y = 400,
  width = 40,
  height = 24,
  pattern = "grass_dark",
}

tile{
  layer = 0,
  x = 248,
  y = 424,
  width = 24,
  height = 8,
  pattern = "grass_dark",
}

tile{
  layer = 0,
  x = 264,
  y = 432,
  width = 8,
  height = 8,
  pattern = "grass_dark",
}

tile{
  layer = 0,
  x = 176,
  y = 912,
  width = 48,
  height = 48,
  pattern = "grass_dark",
}

tile{
  layer = 0,
  x = 168,
  y = 872,
  width = 16,
  height = 64,
  pattern = "grass_dark",
}

tile{
  layer = 0,
  x = 160,
  y = 872,
  width = 16,
  height = 48,
  pattern = "grass_dark",
}

tile{
  layer = 0,
  x = 152,
  y = 872,
  width = 16,
  height = 24,
  pattern = "grass_dark",
}

tile{
  layer = 0,
  x = 40,
  y = 368,
  width = 112,
  height = 8,
  pattern = "grass_dark_edge_2",
  tileset = "oceanset_outside",
}

tile{
  layer = 0,
  x = 32,
  y = 376,
  width = 8,
  height = 24,
  pattern = "grass_dark_edge_8",
  tileset = "oceanset_outside",
}

tile{
  layer = 0,
  x = 152,
  y = 376,
  width = 8,
  height = 8,
  pattern = "grass_dark_edge_4",
  tileset = "oceanset_outside",
}

tile{
  layer = 0,
  x = 216,
  y = 376,
  width = 56,
  height = 8,
  pattern = "grass_dark_edge_2",
  tileset = "oceanset_outside",
}

tile{
  layer = 0,
  x = 160,
  y = 384,
  width = 8,
  height = 8,
  pattern = "grass_dark_edge_2",
  tileset = "oceanset_outside",
}

tile{
  layer = 0,
  x = 208,
  y = 384,
  width = 8,
  height = 24,
  pattern = "grass_dark_edge_8",
  tileset = "oceanset_outside",
}

tile{
  layer = 0,
  x = 272,
  y = 384,
  width = 8,
  height = 56,
  pattern = "grass_dark_edge_4",
  tileset = "oceanset_outside",
}

tile{
  layer = 0,
  x = 168,
  y = 392,
  width = 8,
  height = 16,
  pattern = "grass_dark_edge_4",
  tileset = "oceanset_outside",
}

tile{
  layer = 0,
  x = 40,
  y = 400,
  width = 8,
  height = 8,
  pattern = "grass_dark_edge_6",
  tileset = "oceanset_outside",
}

tile{
  layer = 0,
  x = 160,
  y = 408,
  width = 8,
  height = 8,
  pattern = "grass_dark_edge_6",
  tileset = "oceanset_outside",
}

tile{
  layer = 0,
  x = 216,
  y = 408,
  width = 8,
  height = 8,
  pattern = "grass_dark_edge_6",
  tileset = "oceanset_outside",
}

tile{
  layer = 0,
  x = 64,
  y = 416,
  width = 16,
  height = 8,
  pattern = "grass_dark_edge_6",
  tileset = "oceanset_outside",
}

tile{
  layer = 0,
  x = 136,
  y = 416,
  width = 16,
  height = 8,
  pattern = "grass_dark_edge_6",
  tileset = "oceanset_outside",
}

tile{
  layer = 0,
  x = 224,
  y = 416,
  width = 8,
  height = 8,
  pattern = "grass_dark_edge_8",
  tileset = "oceanset_outside",
}

tile{
  layer = 0,
  x = 88,
  y = 424,
  width = 40,
  height = 8,
  pattern = "grass_dark_edge_6",
  tileset = "oceanset_outside",
}

tile{
  layer = 0,
  x = 232,
  y = 424,
  width = 8,
  height = 8,
  pattern = "grass_dark_edge_6",
  tileset = "oceanset_outside",
}

tile{
  layer = 0,
  x = 248,
  y = 432,
  width = 8,
  height = 8,
  pattern = "grass_dark_edge_6",
  tileset = "oceanset_outside",
}

tile{
  layer = 0,
  x = 264,
  y = 440,
  width = 8,
  height = 8,
  pattern = "grass_dark_edge_6",
  tileset = "oceanset_outside",
}

tile{
  layer = 0,
  x = 16,
  y = 512,
  width = 24,
  height = 8,
  pattern = "grass_dark_edge_2",
  tileset = "oceanset_outside",
}

tile{
  layer = 0,
